"","beta0","beta1","beta2_1","beta2_2","p11","p22","delta1","delta2","gamma1","gamma2","gamma3","gamma4","gamma5"
"estimation",0.288310174025558,0.208644255246193,0.293017237534054,0.702177507341518,0.670344416637257,0.390390651741558,1.00851388444407,1.00888306281849,-0.497118213348774,0.311754654656043,0.783128580985627,-0.00718108243285565,-0.00278699318408981
"error",0.000141272112299715,0.000192691218744844,0.00018299366955396,7.5122870715406e-06,0.00454025872984785,0.00191950603156261,0.000144993551663085,9.3510938160556e-05,5.91856217621173e-05,0.000287729531447631,0.000286510104750533,5.35967808398599e-05,8.37474305048521e-06
