"","beta0","beta1","beta2_1","beta2_2","p11","p22","delta1","delta2","gamma1","gamma2","gamma3","gamma4","gamma5"
"estimation",0.319661927852446,0.191320662420594,0.500600734103152,0.502840869137626,0.545798995968632,0.459219590989713,0.990326121754114,0.997242857715711,-0.501889379874708,0.291621835149547,0.799209491578007,-0.00598252173342658,0.00964351895103805
"error",0.00268735488106917,0.000280917549839791,0.087912936632578,0.0792319783112652,0.0243169138267971,0.0151280693311711,0.000105499676558,0.000576154520759894,0.00226932723335074,0.00292607495942119,0.000358418398327796,0.000386783174309,0.000620809243800924
