"","beta0","beta1","beta2_1","beta2_2","p11","p22","delta1","delta2","gamma1","gamma2","gamma3","gamma4","gamma5"
"estimation",0.293177878726145,0.195593753401222,0.476619442464401,0.505616183493819,-107.873993342038,0.511873452341888,1.01644736327704,0.985211132221825,-0.490380927186256,0.307695265472139,0.785646957970052,0.0286029770126345,-0.0229176058062009
"error",0.00120085447231767,0.000122883886800531,0.059849175306227,0.0832083766028494,47069.0572576541,0.0424669125472909,0.000494333749399471,0.00131695210744455,0.000490630977625712,0.000486029284721287,0.00130546179685115,0.00158912759494853,0.00105955807265886
"0.05",0.258451177035647,0.182225778752201,0.306057713818889,0.278661736679911,-368.178588201952,0.277640523937762,1.00223340199711,0.947501182458075,-0.513777547983397,0.284389803364644,0.744823464863987,0.000414387562248354,-0.05177264805689
"0.25",0.260652359990939,0.192722534220752,0.322439779761028,0.304839422723975,-108.06125236456,0.421595427501461,1.00251335878979,0.968935537344998,-0.502948246589171,0.291586753379962,0.760249728988806,0.00116522604292874,-0.0360384123986807
"0.5",0.289958733270856,0.197445182250851,0.447121863894541,0.502826907039983,0.501049026776197,0.562422945834634,1.01293290172164,0.981826571026396,-0.491599079068688,0.306017417266356,0.790659778305563,0.0283218009316317,-0.0218937135783782
"0.75",0.322484252006062,0.200316401431322,0.601301526597913,0.703603667809827,0.688308049298362,0.65270097067506,1.0268669062089,0.998102165903223,-0.479031759665774,0.322125929358534,0.816057007286809,0.0557595519013374,-0.00877290698589837
"0.95",0.332411384054049,0.206369727660763,0.688477781107715,0.736475617343098,0.705542201537844,0.675337089856169,1.03558157073452,1.02765946765918,-0.465278893753711,0.333349715067731,0.819452502606403,0.0571852129764244,0.00450398732553666
