"","x"
"1",0.0531882193284818
"2",0.0400793752624444
"3",0.0264586941112556
"4",0.0301147859333807
"5",0.0469535810186913
"6",0.112132705996987
"7",0.0252897282747302
"8",0.146691511587967
"9",0.0413658605046983
"10",0.0613040135869777
"11",0.148034556289169
"12",0.0458621865820147
"13",0.157328357145428
"14",0.13203930753752
"15",0.0455454445536009
"16",0.0318624206720497
"17",0.0399994930773047
"18",0.121286296067681
"19",0.0449350039584194
"20",0.126512164373743
"21",0.148090739037801
"22",0.122165686203754
"23",0.0120494256265714
"24",0.137449362138072
"25",0.128215491639645
"26",0.0320020642862889
"27",0.148106998978911
"28",0.134099470777796
"29",0.0372953751000506
"30",0.136858822750464
"31",0.0296175143099647
"32",0.021723790185056
"33",0.044609350055703
"34",0.122598211374249
"35",0.0916973703390282
"36",0.136675907288723
"37",0.122567432791213
"38",0.128680528450791
"39",0.111089355400386
"40",0.0279076444652788
"41",0.0393688807543444
"42",0.0436087444246154
"43",0.113238978499651
"44",0.0225369454195295
"45",0.0290163255605077
"46",0.024784352275718
"47",0.0199792568971856
"48",0.149700019097343
"49",0.113294303869106
"50",0.136231369680236
"51",0.0233255649345111
"52",0.0327046500128159
"53",0.133224914319112
"54",0.029685265064818
"55",0.0259298126920521
"56",0.0398532453484531
"57",0.134485966122945
"58",0.0231532470891049
"59",0.0361891434423462
"60",0.0480374053210758
"61",0.0383620814999057
"62",0.0589869126929534
"63",0.110081168084818
"64",0.0277336124185474
"65",0.131348243684798
"66",0.0323257240762702
"67",0.131266830022644
"68",0.0486749734387202
"69",0.130523426190613
"70",0.0285619863089242
"71",0.749389299898342
"72",0.145894318692532
"73",0.113671851917354
"74",0.117793556480066
"75",0.03130761320104
"76",0.147406745331514
"77",0.0330506283788636
"78",0.0635967910491495
"79",0.124337108026465
"80",0.0459293896747714
"81",0.134120083610269
"82",0.135143786629491
"83",0.132370059678967
"84",0.127208078791158
"85",0.0402864597922253
"86",0.151269217154357
"87",0.0529063751528367
"88",0.034031286076411
"89",0.0385727483314033
"90",0.128868334601693
"91",0.107525213013972
"92",0.0287358680062646
"93",0.046284513095186
"94",0.123525073374159
"95",0.11327635771064
"96",0.040724245934398
"97",0.120860280214837
"98",0.0320043743536728
"99",0.134557674445686
"100",0.025319267831596
"101",0.124482746836301
"102",0.0467962018868368
"103",0.0666921768326871
"104",0.0302271371206345
"105",0.0315589549129172
"106",0.137474708693484
"107",0.0454216038804774
"108",0.139238837052956
"109",0.0420030388852998
"110",0.0418895569224932
"111",0.0827011699545705
"112",0.137523144044068
"113",0.0271517255507566
"114",0.0989079245831899
"115",0.0408773355032455
"116",0.13679225389215
"117",0.129768786085878
"118",0.107447018517926
"119",0.0277582535388398
"120",0.129149930370289
"121",0.0138398476241217
"122",0.0465465277438714
"123",0.0332716226874514
"124",0.0516295910571579
"125",0.112072565831049
"126",0.118223290848527
"127",0.0432271732312756
"128",0.117639324142151
"129",0.0352933291032076
"130",0.137086225148905
"131",0.0330943413501468
"132",0.0389662657106692
"133",0.0283995615200244
"134",0.142283842612234
"135",0.0316235895199401
"136",0.0301962410524421
"137",0.0637156817240475
"138",0.12064911824922
"139",0.0329101747588224
"140",0.122322940285929
"141",0.117075239980182
"142",0.0312223572028072
"143",0.0422385252831785
"144",0.0375013929776677
"145",0.0411133216268094
"146",0.0461670097889394
"147",0.0360364152025092
"148",0.0379164040107634
"149",0.0297335079576951
"150",0.115832768257771
"151",0.15663671617722
"152",0.0369677464387928
"153",0.105290860003295
"154",0.0371819443623297
"155",0.12986214145267
"156",0.0945753700708764
"157",0.143266539793343
"158",0.0209904864482642
"159",0.131851126413102
"160",0.147070232359266
"161",0.0254858922920558
"162",0.0309003130746112
"163",0.133237528074712
"164",0.144925183098145
"165",0.033067485903083
"166",0.0176132440438995
"167",0.0229444470556044
"168",0.115686818799523
"169",0.149409349045761
"170",0.0541813034006181
"171",0.0309875043180013
"172",0.0304568723704563
"173",0.0346484201245964
"174",0.139337221205296
"175",0.116151578943526
"176",0.0314830446810033
"177",0.154266274478174
"178",0.0334262553226859
"179",0.123312466388788
"180",0.024925610141674
"181",0.143066247900713
"182",0.119107989056875
"183",0.134589640949089
"184",0.119931164368661
"185",0.11743831904482
"186",0.122643556091199
"187",0.107517165033327
"188",0.0321071206673812
"189",0.115676106402066
"190",0.142338222090374
"191",0.134387469673456
"192",0.128645604569908
"193",0.0283673862856893
"194",0.0271619250092097
"195",0.135006910455937
"196",0.0401615411298444
"197",0.0328972770488685
"198",0.0346195400283563
"199",0.12560041568802
"200",0.0314531538876536
"201",0.0251520611221047
"202",0.0413696876928876
"203",0.105713537456121
"204",0.0792052948302647
"205",0.122175509371028
"206",0.0376882499919981
"207",0.13217129529775
"208",0.0451501957624528
"209",0.0291069729469214
"210",0.152403759758212
"211",0.135402574336444
"212",0.126511419876433
"213",0.150308145829211
"214",0.127486459352532
"215",0.0535738591545252
"216",0.0373246467346163
"217",0.113667922970328
"218",0.112143780251373
"219",0.0373571618682461
"220",0.0373909540986194
"221",0.131050505767891
"222",0.130027379069316
"223",0.0213453538203664
"224",0.044359698197968
"225",0.119521674727478
"226",0.0241923716213511
"227",0.117052915554398
"228",0.137096221004483
"229",0.120316537839883
"230",0.0309635731141826
"231",0.107439039833054
"232",0.04686976256162
"233",0.0333578500964108
"234",0.118440312448259
"235",0.0362509243808766
"236",0.130931178496856
"237",0.133248140235354
"238",0.031127700751987
"239",0.038183223525067
"240",0.0558098845924178
"241",0.0383480837919951
"242",0.0401842707733427
"243",0.0339449514222952
"244",0.0261032597388812
"245",0.117462154806046
"246",0.0296074625490747
"247",0.120308778791994
"248",0.117073601911068
"249",0.122616963719535
"250",0.031287959363364
"251",0.0370073707410743
"252",0.13089350690121
"253",0.047698957629171
"254",0.0912501154776029
"255",0.121583894361975
"256",0.137290636723386
"257",0.112037926290711
"258",0.0477028868550879
"259",0.053904077202748
"260",0.12546059807859
"261",0.117933746573605
"262",0.149358791233897
"263",0.122623625200883
"264",0.0263212076382718
"265",0.124560247296624
"266",0.142698104937299
"267",0.118543721892792
"268",0.115641736187357
"269",0.124646071814117
"270",0.131774036410727
"271",0.123263868643415
"272",0.0918596990950486
"273",0.133457968720046
"274",0.0307191623618103
"275",0.0334286717823614
"276",0.0391956672255235
"277",0.0225126866197028
"278",0.0553252180762055
"279",0.0449497403604577
"280",0.127699720404694
"281",0.138162189632843
"282",0.102549801839048
"283",0.0602933295424538
"284",0.0278276912391593
"285",0.0379311432840053
"286",0.109321111427374
"287",0.122074085754366
"288",0.106640619624643
"289",0.14791451164055
"290",0.143152601405826
"291",0.0307711117022917
"292",0.0602422853831497
"293",0.0265384707445196
"294",0.106761377594975
"295",0.0841419682505915
"296",0.147355890394007
"297",0.109492011830719
"298",0.0414020185952123
"299",0.142546337877621
"300",0.0280347562018678
"301",0.131302195268271
"302",0.147812834030624
"303",0.130612137126848
"304",0.0293579057802893
