"","beta0","beta1","beta2_1","beta2_2","p11","p22","delta1","delta2","gamma1","gamma2","gamma3","gamma4","gamma5"
"estimation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
