"","beta0","beta1","beta2_1","beta2_2","p11","p22","delta1","delta2","gamma1","gamma2","gamma3","gamma4","gamma5"
"estimation",0.300479040640212,0.200225637513607,0.495478098941513,0.50136354938391,0.542320544586969,0.531206180021276,0.999810776087181,0.999561674886653,-0.501550669704949,0.301728879629995,0.802053054801008,-0.000916258969179004,0.000707056323143539
"error",0.000144506824678799,3.57051059322499e-05,0.0700793060581012,0.0708556793866357,0.0540537443372269,0.0506648545175468,0.000119543673772757,0.000110750691622614,0.000191108044511533,0.000190928404886349,0.000282673908344078,0.000174594643771128,0.000123648590982687
"0.05",0.280128220367607,0.190076816825504,0.286011193962858,0.286317431146764,0.193430993218253,0.192008010195743,0.980354581116768,0.982835420884353,-0.52641398111025,0.277712234348516,0.774224721009846,-0.0249795926413278,-0.0181064481402431
"0.25",0.29114718639968,0.195998557169209,0.297463538128043,0.298507139878187,0.403138444225584,0.384383964306352,0.992985830696307,0.992570222427799,-0.510424359323001,0.291532915973045,0.789880114109666,-0.0106552749499857,-0.00739651193768825
"0.5",0.300124674608584,0.200099339108175,0.319639664687542,0.674750770248011,0.562346713647158,0.560654206609444,0.999747785951437,0.999411185391408,-0.501729064212029,0.301538693766676,0.801862696237102,-0.000439934223120983,0.000870056089743007
"0.75",0.310091569584361,0.204411667732987,0.698576144437563,0.697868696899125,0.696575547683981,0.703627309423019,1.00728968021081,1.00607779170512,-0.491292948383353,0.311390912379326,0.814032417386207,0.0078353556552979,0.00815220084954686
"0.95",0.322237261992331,0.210846196708702,0.712471153804084,0.709317537957819,0.818985491105729,0.82538293096314,1.01684306132917,1.01764400972743,-0.477468730922007,0.325057566127263,0.829569097683324,0.0208292822430026,0.019853722933328
