"","beta0","beta1","beta2_1","beta2_2","p11","p22","delta1","delta2","gamma1","gamma2","gamma3","gamma4","gamma5"
"estimation",0.301433743930509,0.200092429382741,0.490727133434284,0.50229828916902,0.532081348421077,0.536756067550393,0.999834611381861,0.998241844140298,-0.502138640023723,0.300683411358441,0.804355380637614,-0.000782629694730812,-1.19701636041259e-05
"error",0.000479832734964833,0.000223564376860861,0.0717846520152259,0.0742285630558424,0.0632559341835556,0.0509827569762769,0.000459663365936972,0.000468445700359267,0.000607316522435924,0.000494975982615484,0.0011084296577141,0.000619361127863248,0.000493496509447371
"0.05",0.266644194943536,0.175651244213972,0.277107021861281,0.277428411394961,0.165481437985926,0.214709642657831,0.967042148106592,0.963371265507874,-0.542087545352725,0.264592623433504,0.749983430637343,-0.0400896374213989,-0.037472964270028
"0.25",0.285950824398345,0.189963380831302,0.297691658268287,0.299423396224566,0.385343120951649,0.38695762268843,0.986796056938359,0.984429916970875,-0.518641607921575,0.28465164771875,0.782101695795756,-0.0190460916065515,-0.0153407253671008
"0.5",0.300768417481131,0.199530440093146,0.339252781985835,0.642071069917945,0.54973980674844,0.54244455081655,1.00002556959143,0.997926288987134,-0.502907553529428,0.299711242398774,0.804555227121004,-0.00157493001189561,0.000390196161160135
"0.75",0.315908232761135,0.210373430806493,0.696419941666334,0.698155097995546,0.695570194979841,0.696926077809291,1.01291921332033,1.01018829562685,-0.484586087069956,0.315466154980652,0.825908820405343,0.0164273229271264,0.0155375802215402
"0.95",0.340558706454097,0.225928792384288,0.723289769669054,0.724614236154327,0.818727314775234,0.8245457092059,1.0353371929975,1.03455968374936,-0.460156200376532,0.338978428927042,0.861404008453601,0.0419078485811709,0.0382352044226541
